n,Sr No,Folder,Picture,Composition,composition_final,Element,Fraction,Frac,H2_W%,Pressure,Temperature,Che_pot,AN,Period,AR,Cr,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix,ele_lst,frac_lst,Element_corrected,frac_corrected,composition_final
40,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.602277026172979,0.551126035910065,584,4143.76105694476,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
41,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.628060603164157,0.569600063494441,584,4223.8080834037,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
42,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.653844405532313,0.588800896568674,584,4304.29859765364,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
43,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.679627869835002,0.608482226470139,584,4384.12388021708,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
44,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.705398600338457,0.622364818269549,584,4438.89210258888,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
45,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.731156146288723,0.62979790101151,584,4467.71628918704,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
46,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.756920340859828,0.64076340111823,584,4509.62336561977,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
47,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.782698283426566,0.659224715418282,584,4578.58319730365,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
48,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.808477127501214,0.678713668846744,584,4649.31698015154,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
49,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.834255858887374,0.698714962727808,584,4719.82901910392,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
50,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.860034590273534,0.719305683012494,584,4790.34105805631,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
51,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.885812532840272,0.740029913311435,584,4859.30088974019,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
52,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.911574135576134,0.751334684585987,584,4896.1078565764,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
53,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.93732886431418,0.758574001046688,584,4919.38844578703,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
54,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.963083931117692,0.766092955183631,584,4943.33426668416,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
55,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,0.988838659855738,0.773474471643162,584,4966.61485589479,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
56,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.01459350128227,0.780998440391004,584,4990.11718900093,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
57,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.04034811733183,0.788451558679011,584,5013.17603431605,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
58,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.06610295875836,0.796121216960151,584,5036.67836742219,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
59,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.0918578001849,0.80386548180082,584,5060.18070052832,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
60,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.11761241623446,0.811536821733981,584,5083.23954584345,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
61,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.14336725766099,0.819431041786878,584,5106.74187894958,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
62,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.16912209908752,0.827402052822728,584,5130.24421205572,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
63,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.19487727857952,0.835679551188033,584,5154.41177684835,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
64,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.22063414839886,0.845197009315088,584,5181.90550007351,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
65,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.24639169434912,0.855291441260912,584,5210.72968667167,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
66,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.27214901492241,0.865348346056183,584,5239.11038547883,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
67,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.29790656087268,0.875683451235714,584,5267.93457207699,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
68,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.32366388144596,0.885980134535725,584,5296.31527088415,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
69,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.34942131470774,0.896479767276829,584,5324.91771358681,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
70,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.37517874796952,0.907103829769122,584,5353.52015628947,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
71,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.4009361812313,0.917853796613035,584,5382.12259899213,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
72,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.42669372718156,0.92881598955032,584,5410.94678559029,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
73,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.4524504843124,0.939308372062006,584,5438.21876491994,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
74,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.47820577649289,0.94879205809773,584,5462.60807360808,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
75,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.50396073060792,0.95810893274044,584,5486.33215060971,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
76,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.52971568472294,0.967517296505943,584,5510.05622761135,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
77,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.55547063883796,0.977018047792029,584,5533.78030461298,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
78,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.58122559295299,0.986612093818504,584,5557.50438161462,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
79,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.60698088513348,0.996573379819058,584,5581.89369030276,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
80,1,PCI,55.pdf-003.jpg,LaMg 2 Ni,La0.25Mg0.5Ni0.25,La Mg Ni,0.25 0.5 0.25,0.25 0.5 0.25,1.63274913649018,1.0172641974508,584,5631.78354697352,27.25,4,1.5825,137.5,222.5,1.4075,4.635,0.4075,1190.25,2375.5,4.25,7.13,106,74.5,10.225,14.2875,61.555,670,-2.155,2.9125,1.77,-3.435,-0.36,-3.885,0.005,-3.475,44.4025,62.595,-0.415,0.3025,-0.7925,14.11,8.6448,"['La', 'Mg', 'Ni']","['0.25', '0.5', '0.25']","['La', 'Mg', 'Ni']",[0.25 0.5 0.25],La0.25Mg0.5Ni0.25
